Country,Gender,Company Industry,Age Range,Job seniority,Company Size,Count
VNM,Any Gender,Finance,18 to 24,VP,501-1000 employees,0
VNM,Any Gender,Finance,18 to 24,VP,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,VP,51-200 employees,0
VNM,Any Gender,Finance,18 to 24,VP,11-50 employees,0
VNM,Any Gender,Finance,18 to 24,VP,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,VP,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Director,Any Company Size,690
VNM,Any Gender,Finance,18 to 24,Director,"10,001+ employees",0
VNM,Any Gender,Finance,18 to 24,Director,"5001-10,000 employees",0
VNM,Any Gender,Finance,18 to 24,Director,1001-5000 employees,0
VNM,Any Gender,Finance,18 to 24,Director,501-1000 employees,0
VNM,Any Gender,Finance,18 to 24,Director,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,Director,51-200 employees,0
VNM,Any Gender,Finance,18 to 24,Director,11-50 employees,0
VNM,Any Gender,Finance,18 to 24,Director,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,Director,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Manager,Any Company Size,1500
VNM,Any Gender,Finance,18 to 24,Manager,"10,001+ employees",620
VNM,Any Gender,Finance,18 to 24,Manager,"5001-10,000 employees",0
VNM,Any Gender,Finance,18 to 24,Manager,1001-5000 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,501-1000 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,51-200 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,11-50 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,Manager,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Senior,Any Company Size,7100
VNM,Any Gender,Finance,18 to 24,Senior,"10,001+ employees",2700
VNM,Any Gender,Finance,18 to 24,Senior,"5001-10,000 employees",430
VNM,Any Gender,Finance,18 to 24,Senior,1001-5000 employees,980
VNM,Any Gender,Finance,18 to 24,Senior,501-1000 employees,400
VNM,Any Gender,Finance,18 to 24,Senior,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,Senior,51-200 employees,460
VNM,Any Gender,Finance,18 to 24,Senior,11-50 employees,420
VNM,Any Gender,Finance,18 to 24,Senior,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,Senior,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Entry,Any Company Size,11000
VNM,Any Gender,Finance,18 to 24,Entry,"10,001+ employees",4200
VNM,Any Gender,Finance,18 to 24,Entry,"5001-10,000 employees",590
VNM,Any Gender,Finance,18 to 24,Entry,1001-5000 employees,1200
VNM,Any Gender,Finance,18 to 24,Entry,501-1000 employees,480
VNM,Any Gender,Finance,18 to 24,Entry,201-500 employees,390
VNM,Any Gender,Finance,18 to 24,Entry,51-200 employees,670
VNM,Any Gender,Finance,18 to 24,Entry,11-50 employees,630
VNM,Any Gender,Finance,18 to 24,Entry,2-10 employees,360
VNM,Any Gender,Finance,18 to 24,Entry,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Training,Any Company Size,1500
VNM,Any Gender,Finance,18 to 24,Training,"10,001+ employees",390
VNM,Any Gender,Finance,18 to 24,Training,"5001-10,000 employees",0
VNM,Any Gender,Finance,18 to 24,Training,1001-5000 employees,0
VNM,Any Gender,Finance,18 to 24,Training,501-1000 employees,0
VNM,Any Gender,Finance,18 to 24,Training,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,Training,51-200 employees,0
VNM,Any Gender,Finance,18 to 24,Training,11-50 employees,0
VNM,Any Gender,Finance,18 to 24,Training,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,Training,Myself Only,0
VNM,Any Gender,Finance,18 to 24,Unpaid,Any Company Size,0
VNM,Any Gender,Finance,18 to 24,Unpaid,"10,001+ employees",0
VNM,Any Gender,Finance,18 to 24,Unpaid,"5001-10,000 employees",0
VNM,Any Gender,Finance,18 to 24,Unpaid,1001-5000 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,501-1000 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,201-500 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,51-200 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,11-50 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,2-10 employees,0
VNM,Any Gender,Finance,18 to 24,Unpaid,Myself Only,0
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,Any Company Size,350000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,"10,001+ employees",69000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,"5001-10,000 employees",8200
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,1001-5000 employees,28000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,501-1000 employees,18000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,201-500 employees,24000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,51-200 employees,31000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,11-50 employees,31000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,2-10 employees,18000
VNM,Any Gender,IT,Any Age Range,Any Job Seniority,Myself Only,5100
VNM,Any Gender,IT,Any Age Range,Owner,Any Company Size,7300
VNM,Any Gender,IT,Any Age Range,Owner,"10,001+ employees",1100
VNM,Any Gender,IT,Any Age Range,Owner,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,Owner,1001-5000 employees,430
VNM,Any Gender,IT,Any Age Range,Owner,501-1000 employees,0
VNM,Any Gender,IT,Any Age Range,Owner,201-500 employees,400
VNM,Any Gender,IT,Any Age Range,Owner,51-200 employees,710
VNM,Any Gender,IT,Any Age Range,Owner,11-50 employees,1300
VNM,Any Gender,IT,Any Age Range,Owner,2-10 employees,1000
VNM,Any Gender,IT,Any Age Range,Owner,Myself Only,0
VNM,Any Gender,IT,Any Age Range,Partner,Any Company Size,760
VNM,Any Gender,IT,Any Age Range,Partner,"10,001+ employees",0
VNM,Any Gender,IT,Any Age Range,Partner,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,Partner,1001-5000 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,501-1000 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,201-500 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,51-200 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,11-50 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,2-10 employees,0
VNM,Any Gender,IT,Any Age Range,Partner,Myself Only,0
VNM,Any Gender,IT,Any Age Range,CXO,Any Company Size,7400
VNM,Any Gender,IT,Any Age Range,CXO,"10,001+ employees",810
VNM,Any Gender,IT,Any Age Range,CXO,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,CXO,1001-5000 employees,390
VNM,Any Gender,IT,Any Age Range,CXO,501-1000 employees,320
VNM,Any Gender,IT,Any Age Range,CXO,201-500 employees,520
VNM,Any Gender,IT,Any Age Range,CXO,51-200 employees,920
VNM,Any Gender,IT,Any Age Range,CXO,11-50 employees,1500
VNM,Any Gender,IT,Any Age Range,CXO,2-10 employees,810
VNM,Any Gender,IT,Any Age Range,CXO,Myself Only,0
VNM,Any Gender,IT,Any Age Range,VP,Any Company Size,4200
VNM,Any Gender,IT,Any Age Range,VP,"10,001+ employees",1300
VNM,Any Gender,IT,Any Age Range,VP,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,VP,1001-5000 employees,340
VNM,Any Gender,IT,Any Age Range,VP,501-1000 employees,0
VNM,Any Gender,IT,Any Age Range,VP,201-500 employees,300
VNM,Any Gender,IT,Any Age Range,VP,51-200 employees,370
VNM,Any Gender,IT,Any Age Range,VP,11-50 employees,470
VNM,Any Gender,IT,Any Age Range,VP,2-10 employees,0
VNM,Any Gender,IT,Any Age Range,VP,Myself Only,0
VNM,Any Gender,IT,Any Age Range,Director,Any Company Size,12000
VNM,Any Gender,IT,Any Age Range,Director,"10,001+ employees",2600
VNM,Any Gender,IT,Any Age Range,Director,"5001-10,000 employees",350
VNM,Any Gender,IT,Any Age Range,Director,1001-5000 employees,1000
VNM,Any Gender,IT,Any Age Range,Director,501-1000 employees,850
VNM,Any Gender,IT,Any Age Range,Director,201-500 employees,910
VNM,Any Gender,IT,Any Age Range,Director,51-200 employees,1300
VNM,Any Gender,IT,Any Age Range,Director,11-50 employees,1500
VNM,Any Gender,IT,Any Age Range,Director,2-10 employees,820
VNM,Any Gender,IT,Any Age Range,Director,Myself Only,0
VNM,Any Gender,IT,Any Age Range,Manager,Any Company Size,17000
VNM,Any Gender,IT,Any Age Range,Manager,"10,001+ employees",4300
VNM,Any Gender,IT,Any Age Range,Manager,"5001-10,000 employees",740
VNM,Any Gender,IT,Any Age Range,Manager,1001-5000 employees,1700
VNM,Any Gender,IT,Any Age Range,Manager,501-1000 employees,1100
VNM,Any Gender,IT,Any Age Range,Manager,201-500 employees,1100
VNM,Any Gender,IT,Any Age Range,Manager,51-200 employees,1700
VNM,Any Gender,IT,Any Age Range,Manager,11-50 employees,1700
VNM,Any Gender,IT,Any Age Range,Manager,2-10 employees,970
VNM,Any Gender,IT,Any Age Range,Manager,Myself Only,0
VNM,Any Gender,IT,Any Age Range,Senior,Any Company Size,73000
VNM,Any Gender,IT,Any Age Range,Senior,"10,001+ employees",15000
VNM,Any Gender,IT,Any Age Range,Senior,"5001-10,000 employees",2600
VNM,Any Gender,IT,Any Age Range,Senior,1001-5000 employees,8400
VNM,Any Gender,IT,Any Age Range,Senior,501-1000 employees,5700
VNM,Any Gender,IT,Any Age Range,Senior,201-500 employees,6300
VNM,Any Gender,IT,Any Age Range,Senior,51-200 employees,8800
VNM,Any Gender,IT,Any Age Range,Senior,11-50 employees,7600
VNM,Any Gender,IT,Any Age Range,Senior,2-10 employees,3500
VNM,Any Gender,IT,Any Age Range,Senior,Myself Only,810
VNM,Any Gender,IT,Any Age Range,Entry,Any Company Size,140000
VNM,Any Gender,IT,Any Age Range,Entry,"10,001+ employees",33000
VNM,Any Gender,IT,Any Age Range,Entry,"5001-10,000 employees",3300
VNM,Any Gender,IT,Any Age Range,Entry,1001-5000 employees,13000
VNM,Any Gender,IT,Any Age Range,Entry,501-1000 employees,8600
VNM,Any Gender,IT,Any Age Range,Entry,201-500 employees,12000
VNM,Any Gender,IT,Any Age Range,Entry,51-200 employees,14000
VNM,Any Gender,IT,Any Age Range,Entry,11-50 employees,13000
VNM,Any Gender,IT,Any Age Range,Entry,2-10 employees,6800
VNM,Any Gender,IT,Any Age Range,Entry,Myself Only,2600
VNM,Any Gender,IT,Any Age Range,Training,Any Company Size,11000
VNM,Any Gender,IT,Any Age Range,Training,"10,001+ employees",2900
VNM,Any Gender,IT,Any Age Range,Training,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,Training,1001-5000 employees,690
VNM,Any Gender,IT,Any Age Range,Training,501-1000 employees,370
VNM,Any Gender,IT,Any Age Range,Training,201-500 employees,570
VNM,Any Gender,IT,Any Age Range,Training,51-200 employees,720
VNM,Any Gender,IT,Any Age Range,Training,11-50 employees,810
VNM,Any Gender,IT,Any Age Range,Training,2-10 employees,490
VNM,Any Gender,IT,Any Age Range,Training,Myself Only,410
VNM,Any Gender,IT,Any Age Range,Unpaid,Any Company Size,2300
VNM,Any Gender,IT,Any Age Range,Unpaid,"10,001+ employees",790
VNM,Any Gender,IT,Any Age Range,Unpaid,"5001-10,000 employees",0
VNM,Any Gender,IT,Any Age Range,Unpaid,1001-5000 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,501-1000 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,201-500 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,51-200 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,11-50 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,2-10 employees,0
VNM,Any Gender,IT,Any Age Range,Unpaid,Myself Only,0
VNM,Any Gender,IT,55+,Any Job Seniority,Any Company Size,620
VNM,Any Gender,IT,55+,Any Job Seniority,"10,001+ employees",0
VNM,Any Gender,IT,55+,Any Job Seniority,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Any Job Seniority,1001-5000 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,501-1000 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,201-500 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,51-200 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,11-50 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,2-10 employees,0
VNM,Any Gender,IT,55+,Any Job Seniority,Myself Only,0
VNM,Any Gender,IT,55+,Owner,Any Company Size,0
VNM,Any Gender,IT,55+,Owner,"10,001+ employees",0
VNM,Any Gender,IT,55+,Owner,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Owner,1001-5000 employees,0
VNM,Any Gender,IT,55+,Owner,501-1000 employees,0
VNM,Any Gender,IT,55+,Owner,201-500 employees,0
VNM,Any Gender,IT,55+,Owner,51-200 employees,0
VNM,Any Gender,IT,55+,Owner,11-50 employees,0
VNM,Any Gender,IT,55+,Owner,2-10 employees,0
VNM,Any Gender,IT,55+,Owner,Myself Only,0
VNM,Any Gender,IT,55+,Partner,Any Company Size,0
VNM,Any Gender,IT,55+,Partner,"10,001+ employees",0
VNM,Any Gender,IT,55+,Partner,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Partner,1001-5000 employees,0
VNM,Any Gender,IT,55+,Partner,501-1000 employees,0
VNM,Any Gender,IT,55+,Partner,201-500 employees,0
VNM,Any Gender,IT,55+,Partner,51-200 employees,0
VNM,Any Gender,IT,55+,Partner,11-50 employees,0
VNM,Any Gender,IT,55+,Partner,2-10 employees,0
VNM,Any Gender,IT,55+,Partner,Myself Only,0
VNM,Any Gender,IT,55+,CXO,Any Company Size,0
VNM,Any Gender,IT,55+,CXO,"10,001+ employees",0
VNM,Any Gender,IT,55+,CXO,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,CXO,1001-5000 employees,0
VNM,Any Gender,IT,55+,CXO,501-1000 employees,0
VNM,Any Gender,IT,55+,CXO,201-500 employees,0
VNM,Any Gender,IT,55+,CXO,51-200 employees,0
VNM,Any Gender,IT,55+,CXO,11-50 employees,0
VNM,Any Gender,IT,55+,CXO,2-10 employees,0
VNM,Any Gender,IT,55+,CXO,Myself Only,0
VNM,Any Gender,IT,55+,VP,Any Company Size,0
VNM,Any Gender,IT,55+,VP,"10,001+ employees",0
VNM,Any Gender,IT,55+,VP,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,VP,1001-5000 employees,0
VNM,Any Gender,IT,55+,VP,501-1000 employees,0
VNM,Any Gender,IT,55+,VP,201-500 employees,0
VNM,Any Gender,IT,55+,VP,51-200 employees,0
VNM,Any Gender,IT,55+,VP,11-50 employees,0
VNM,Any Gender,IT,55+,VP,2-10 employees,0
VNM,Any Gender,IT,55+,VP,Myself Only,0
VNM,Any Gender,IT,55+,Director,Any Company Size,0
VNM,Any Gender,IT,55+,Director,"10,001+ employees",0
VNM,Any Gender,IT,55+,Director,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Director,1001-5000 employees,0
VNM,Any Gender,IT,55+,Director,501-1000 employees,0
VNM,Any Gender,IT,55+,Director,201-500 employees,0
VNM,Any Gender,IT,55+,Director,51-200 employees,0
VNM,Any Gender,IT,55+,Director,11-50 employees,0
VNM,Any Gender,IT,55+,Director,2-10 employees,0
VNM,Any Gender,IT,55+,Director,Myself Only,0
VNM,Any Gender,IT,55+,Manager,Any Company Size,0
VNM,Any Gender,IT,55+,Manager,"10,001+ employees",0
VNM,Any Gender,IT,55+,Manager,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Manager,1001-5000 employees,0
VNM,Any Gender,IT,55+,Manager,501-1000 employees,0
VNM,Any Gender,IT,55+,Manager,201-500 employees,0
VNM,Any Gender,IT,55+,Manager,51-200 employees,0
VNM,Any Gender,IT,55+,Manager,11-50 employees,0
VNM,Any Gender,IT,55+,Manager,2-10 employees,0
VNM,Any Gender,IT,55+,Manager,Myself Only,0
VNM,Any Gender,IT,55+,Senior,Any Company Size,0
VNM,Any Gender,IT,55+,Senior,"10,001+ employees",0
VNM,Any Gender,IT,55+,Senior,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Senior,1001-5000 employees,0
VNM,Any Gender,IT,55+,Senior,501-1000 employees,0
VNM,Any Gender,IT,55+,Senior,201-500 employees,0
VNM,Any Gender,IT,55+,Senior,51-200 employees,0
VNM,Any Gender,IT,55+,Senior,11-50 employees,0
VNM,Any Gender,IT,55+,Senior,2-10 employees,0
VNM,Any Gender,IT,55+,Senior,Myself Only,0
VNM,Any Gender,IT,55+,Entry,Any Company Size,0
VNM,Any Gender,IT,55+,Entry,"10,001+ employees",0
VNM,Any Gender,IT,55+,Entry,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Entry,1001-5000 employees,0
VNM,Any Gender,IT,55+,Entry,501-1000 employees,0
VNM,Any Gender,IT,55+,Entry,201-500 employees,0
VNM,Any Gender,IT,55+,Entry,51-200 employees,0
VNM,Any Gender,IT,55+,Entry,11-50 employees,0
VNM,Any Gender,IT,55+,Entry,2-10 employees,0
VNM,Any Gender,IT,55+,Entry,Myself Only,0
VNM,Any Gender,IT,55+,Training,Any Company Size,0
VNM,Any Gender,IT,55+,Training,"10,001+ employees",0
VNM,Any Gender,IT,55+,Training,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Training,1001-5000 employees,0
VNM,Any Gender,IT,55+,Training,501-1000 employees,0
VNM,Any Gender,IT,55+,Training,201-500 employees,0
VNM,Any Gender,IT,55+,Training,51-200 employees,0
VNM,Any Gender,IT,55+,Training,11-50 employees,0
VNM,Any Gender,IT,55+,Training,2-10 employees,0
VNM,Any Gender,IT,55+,Training,Myself Only,0
VNM,Any Gender,IT,55+,Unpaid,Any Company Size,0
VNM,Any Gender,IT,55+,Unpaid,"10,001+ employees",0
VNM,Any Gender,IT,55+,Unpaid,"5001-10,000 employees",0
VNM,Any Gender,IT,55+,Unpaid,1001-5000 employees,0
VNM,Any Gender,IT,55+,Unpaid,501-1000 employees,0
VNM,Any Gender,IT,55+,Unpaid,201-500 employees,0
VNM,Any Gender,IT,55+,Unpaid,51-200 employees,0
VNM,Any Gender,IT,55+,Unpaid,11-50 employees,0
VNM,Any Gender,IT,55+,Unpaid,2-10 employees,0
VNM,Any Gender,IT,55+,Unpaid,Myself Only,0
VNM,Any Gender,IT,35 to 54,Any Job Seniority,Any Company Size,35000
VNM,Any Gender,IT,35 to 54,Any Job Seniority,"10,001+ employees",5900
VNM,Any Gender,IT,35 to 54,Any Job Seniority,"5001-10,000 employees",800
VNM,Any Gender,IT,35 to 54,Any Job Seniority,1001-5000 employees,3200
VNM,Any Gender,IT,35 to 54,Any Job Seniority,501-1000 employees,2300
VNM,Any Gender,IT,35 to 54,Any Job Seniority,201-500 employees,2500
VNM,Any Gender,IT,35 to 54,Any Job Seniority,51-200 employees,3600
VNM,Any Gender,IT,35 to 54,Any Job Seniority,11-50 employees,3400
VNM,Any Gender,IT,35 to 54,Any Job Seniority,2-10 employees,1700
VNM,Any Gender,IT,35 to 54,Any Job Seniority,Myself Only,390
VNM,Any Gender,IT,35 to 54,Owner,Any Company Size,1900
VNM,Any Gender,IT,35 to 54,Owner,"10,001+ employees",0
VNM,Any Gender,IT,35 to 54,Owner,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,Owner,1001-5000 employees,0
VNM,Any Gender,IT,35 to 54,Owner,501-1000 employees,0
VNM,Any Gender,IT,35 to 54,Owner,201-500 employees,0
VNM,Any Gender,IT,35 to 54,Owner,51-200 employees,0
VNM,Any Gender,IT,35 to 54,Owner,11-50 employees,500
VNM,Any Gender,IT,35 to 54,Owner,2-10 employees,310
VNM,Any Gender,IT,35 to 54,Owner,Myself Only,0
VNM,Any Gender,IT,35 to 54,Partner,Any Company Size,0
VNM,Any Gender,IT,35 to 54,Partner,"10,001+ employees",0
VNM,Any Gender,IT,35 to 54,Partner,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,Partner,1001-5000 employees,0
VNM,Any Gender,IT,35 to 54,Partner,501-1000 employees,0
VNM,Any Gender,IT,35 to 54,Partner,201-500 employees,0
VNM,Any Gender,IT,35 to 54,Partner,51-200 employees,0
VNM,Any Gender,IT,35 to 54,Partner,11-50 employees,0
VNM,Any Gender,IT,35 to 54,Partner,2-10 employees,0
VNM,Any Gender,IT,35 to 54,Partner,Myself Only,0
VNM,Any Gender,IT,35 to 54,CXO,Any Company Size,2400
VNM,Any Gender,IT,35 to 54,CXO,"10,001+ employees",0
VNM,Any Gender,IT,35 to 54,CXO,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,CXO,1001-5000 employees,0
VNM,Any Gender,IT,35 to 54,CXO,501-1000 employees,0
VNM,Any Gender,IT,35 to 54,CXO,201-500 employees,0
VNM,Any Gender,IT,35 to 54,CXO,51-200 employees,400
VNM,Any Gender,IT,35 to 54,CXO,11-50 employees,610
VNM,Any Gender,IT,35 to 54,CXO,2-10 employees,0
VNM,Any Gender,IT,35 to 54,CXO,Myself Only,0
VNM,Any Gender,IT,35 to 54,VP,Any Company Size,960
VNM,Any Gender,IT,35 to 54,VP,"10,001+ employees",0
VNM,Any Gender,IT,35 to 54,VP,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,VP,1001-5000 employees,0
VNM,Any Gender,IT,35 to 54,VP,501-1000 employees,0
VNM,Any Gender,IT,35 to 54,VP,201-500 employees,0
VNM,Any Gender,IT,35 to 54,VP,51-200 employees,0
VNM,Any Gender,IT,35 to 54,VP,11-50 employees,0
VNM,Any Gender,IT,35 to 54,VP,2-10 employees,0
VNM,Any Gender,IT,35 to 54,VP,Myself Only,0
VNM,Any Gender,IT,35 to 54,Director,Any Company Size,3600
VNM,Any Gender,IT,35 to 54,Director,"10,001+ employees",610
VNM,Any Gender,IT,35 to 54,Director,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,Director,1001-5000 employees,430
VNM,Any Gender,IT,35 to 54,Director,501-1000 employees,360
VNM,Any Gender,IT,35 to 54,Director,201-500 employees,340
VNM,Any Gender,IT,35 to 54,Director,51-200 employees,500
VNM,Any Gender,IT,35 to 54,Director,11-50 employees,510
VNM,Any Gender,IT,35 to 54,Director,2-10 employees,0
VNM,Any Gender,IT,35 to 54,Director,Myself Only,0
VNM,Any Gender,IT,35 to 54,Manager,Any Company Size,3800
VNM,Any Gender,IT,35 to 54,Manager,"10,001+ employees",990
VNM,Any Gender,IT,35 to 54,Manager,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,Manager,1001-5000 employees,490
VNM,Any Gender,IT,35 to 54,Manager,501-1000 employees,340
VNM,Any Gender,IT,35 to 54,Manager,201-500 employees,310
VNM,Any Gender,IT,35 to 54,Manager,51-200 employees,480
VNM,Any Gender,IT,35 to 54,Manager,11-50 employees,340
VNM,Any Gender,IT,35 to 54,Manager,2-10 employees,0
VNM,Any Gender,IT,35 to 54,Manager,Myself Only,0
VNM,Any Gender,IT,35 to 54,Senior,Any Company Size,9300
VNM,Any Gender,IT,35 to 54,Senior,"10,001+ employees",2000
VNM,Any Gender,IT,35 to 54,Senior,"5001-10,000 employees",0
VNM,Any Gender,IT,35 to 54,Senior,1001-5000 employees,1200
VNM,Any Gender,IT,35 to 54,Senior,501-1000 employees,840
